timetableStop_id;station;eva;target;trainCategory;trainNumber;departingLine;plannedDeparture;changedDepartureTime;cancellationTime;eventStatus;departure_delay;operator;Verbindung;week_number
-7864202457110859694-2411010738-1;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;N;12207;SE14;2024-11-01 07:38:00;2024-11-01 07:52:00;;;14;DB Regio AG;SE14;43
-7860954356531600043-2411010745-1;Frankfurt(Main)Hbf;8000105;Dillenburg;HLB;15104;RB40;2024-11-01 07:45:00;2024-11-01 07:52:00;;;7;Hessische Landesbahn;RB40;43
-8244790564162753872-2411020600-3;Frankfurt(Main)Hbf;8000105;Kiel Hbf;ICE;270;;2024-11-02 07:58:00;2024-11-02 08:20:00;;;22;DB Fernverkehr AG;Frankfurt(Main)Hbf-Kiel Hbf;43
7223060809784688965-2410271304-13;Frankfurt(Main)Hbf;8000105;Nürnberg Hbf;ICE;1021;;2024-10-27 22:48:00;2024-10-27 23:06:00;;;18;DB Fernverkehr AG;Frankfurt(Main)Hbf-Nürnberg Hbf;43
6343017689412336885-2410261718-1;Frankfurt(Main)Hbf;8000105;Dresden Hbf;ICE;1655;;2024-10-26 17:18:00;2024-10-26 17:27:00;;;9;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dresden Hbf;42
6170002538724052342-2410261413-7;Frankfurt(Main)Hbf;8000105;Hamburg Hbf;ICE;276;;2024-10-26 17:58:00;2024-10-26 18:31:00;;;33;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg Hbf;42
6013213540626996483-2410261552-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;725;;2024-10-26 17:53:00;2024-10-26 18:10:00;;;17;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;42
9120432599921369422-2410261523-4;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;ICE;574;;2024-10-26 17:14:00;2024-10-26 17:21:00;;;7;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Ostbahnhof;42
-1309662995930200381-2410261701-1;Frankfurt(Main)Hbf;8000105;Bremen Hbf;ICE;776;;2024-10-26 17:01:00;2024-10-26 17:37:00;;;36;DB Fernverkehr AG;Frankfurt(Main)Hbf-Bremen Hbf;42
2218943744552257469-2411021414-1;Frankfurt(Main)Hbf;8000105;Bruxelles Midi;ICE;14;;2024-11-02 14:14:00;2024-11-02 14:28:00;;;14;DB Fernverkehr AG;Frankfurt(Main)Hbf-Bruxelles Midi;43
8603241313343587137-2411041417-11;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;ICE;771;;2024-11-04 18:52:00;2024-11-04 19:09:00;;;17;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stuttgart Hbf;44
-6341401029022658133-2411041653-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;727;;2024-11-04 18:53:00;2024-11-04 20:04:00;;;71;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
-2142784246140329213-2411041447-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;622;;2024-11-04 18:09:00;2024-11-04 18:20:00;;;11;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
5725035179708558025-2411091415-6;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;375;;2024-11-09 18:06:00;2024-11-09 18:53:00;;;47;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;44
5042424630356113204-2411071247-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;626;;2024-11-07 16:09:00;2024-11-07 16:35:00;;;26;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
-5554818289511663551-2411071642-1;Frankfurt(Main)Hbf;8000105;Wächtersbach;RB;15524;51;2024-11-07 16:42:00;2024-11-07 16:51:00;;;9;DB Regio AG;RB51;44
7977457354840338708-2411071625-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;29542;2;2024-11-07 16:25:00;2024-11-07 16:34:00;;;9;DB Regio AG;RE2;44
1920517887960801655-2410311234-8;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;26;;2024-10-31 17:42:00;2024-10-31 18:53:00;;;71;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
6013213540626996483-2410311552-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;725;;2024-10-31 17:53:00;2024-10-31 18:43:00;;;50;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;43
-4521437519262178170-2410311351-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;624;;2024-10-31 17:09:00;2024-10-31 17:29:00;;;20;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
-1309662995930200381-2410311701-1;Frankfurt(Main)Hbf;8000105;Oldenburg(Oldb)Hbf;ICE;776;;2024-10-31 17:01:00;2024-10-31 17:23:00;;;22;DB Fernverkehr AG;Frankfurt(Main)Hbf-Oldenburg(Oldb)Hbf;43
-7906017824379584014-2411040951-5;Frankfurt(Main)Hbf;8000105;Essen Hbf;ICE;722;;2024-11-04 13:09:00;2024-11-04 13:32:00;;;23;DB Fernverkehr AG;Frankfurt(Main)Hbf-Essen Hbf;44
-3823028807335198664-2411040915-9;Frankfurt(Main)Hbf;8000105;Zürich HB;ICE;75;;2024-11-04 13:52:00;2024-11-04 14:05:00;;;13;DB Fernverkehr AG;Frankfurt(Main)Hbf-Zürich HB;44
-8941932149309778658-2411031723-4;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;ICE;572;;2024-11-03 19:14:00;2024-11-03 19:27:00;;;13;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Ostbahnhof;44
5386957962159428875-2410271842-1;Frankfurt(Main)Hbf;8000105;Wächtersbach;RB;15528;51;2024-10-27 18:42:00;2024-10-27 18:51:00;;;9;DB Regio AG;RB51;43
5725035179708558025-2410271415-6;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;375;;2024-10-27 18:06:00;2024-10-27 18:18:00;;;12;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;43
-1497213994658544450-2411011136-13;Frankfurt(Main)Hbf;8000105;Passau Hbf;ICE;927;;2024-11-01 19:12:00;2024-11-01 19:31:00;;;19;DB Fernverkehr AG;Frankfurt(Main)Hbf-Passau Hbf;43
-6341401029022658133-2411021653-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;727;;2024-11-02 18:53:00;2024-11-02 19:23:00;;;30;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;43
377916917112555014-2411021854-1;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;ICE;1904;;2024-11-02 18:54:00;2024-11-02 19:06:00;;;12;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg-Altona;43
1140779865956290650-2411021446-8;Frankfurt(Main)Hbf;8000105;Hamburg Hbf;ICE;594;;2024-11-02 18:57:00;2024-11-02 19:05:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg Hbf;43
416846057463089715-2410311325-1;Frankfurt(Main)Hbf;8000105;Erbach(Odenw);VIA;25171;RB82;2024-10-31 13:25:00;2024-10-31 13:47:00;;;22;VIAS GmbH;RB82;43
-2843829057041584062-2410311123-4;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;ICE;578;;2024-10-31 13:14:00;2024-10-31 13:21:00;;;7;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Ostbahnhof;43
5318588127399277552-2411011525-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;VIA;25074;RB10;2024-11-01 15:25:00;2024-11-01 15:52:00;;;27;VIAS GmbH;RB10;43
-981870580973872963-2411011519-1;Frankfurt(Main)Hbf;8000105;Kassel Hbf;RE;4160;30;2024-11-01 15:19:00;2024-11-01 15:30:00;;;11;DB Regio AG;RE30;43
333620029166382799-2411011134-7;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;28;;2024-11-01 15:42:00;2024-11-01 15:48:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
6857733995447485164-2411011115-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;599;;2024-11-01 15:05:00;2024-11-01 15:12:00;2024-11-01 08:55:00;p;7;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;43
2166766372375246604-2411061142-1;Frankfurt(Main)Hbf;8000105;Wächtersbach;RB;15514;51;2024-11-06 11:42:00;2024-11-06 12:22:00;;;40;DB Regio AG;RB51;44
-1949569066339017119-2411071951-1;Frankfurt(Main)Hbf;8000105;Dillenburg;HLB;15128;RB40;2024-11-07 19:51:00;2024-11-07 20:00:00;;;9;Hessische Landesbahn;RB40;44
5360680897387999548-2411071938-1;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;N;12771;SE14;2024-11-07 19:38:00;2024-11-07 19:46:00;2024-11-07 19:35:00;c;8;DB Regio AG;SE14;44
-7908451041935798366-2411071919-1;Frankfurt(Main)Hbf;8000105;Kassel Hbf;RE;4164;30;2024-11-07 19:19:00;2024-11-07 20:39:00;;;80;DB Regio AG;RE30;44
2999842467467260619-2411071951-1;Frankfurt(Main)Hbf;8000105;Kirchhain(Bz Kassel);HLB;15028;RB41;2024-11-07 19:51:00;2024-11-07 20:00:00;;;9;Hessische Landesbahn;RB41;44
1791883083664622546-2411071909-1;Frankfurt(Main)Hbf;8000105;Glauburg-Stockheim;RB;15740;34;2024-11-07 19:09:00;2024-11-07 19:41:00;;;32;DB Regio AG;RB34;44
8983673647294408675-2411080840-14;Frankfurt(Main)Hbf;8000105;Hamburg Hbf;ICE;1218;;2024-11-08 14:57:00;2024-11-08 15:05:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg Hbf;44
413357441896392149-2411081116-9;Frankfurt(Main)Hbf;8000105;Zürich HB;ICE;77;;2024-11-08 15:52:00;2024-11-08 16:37:00;;;45;DB Fernverkehr AG;Frankfurt(Main)Hbf-Zürich HB;44
-5756361082989769349-2411081542-1;Frankfurt(Main)Hbf;8000105;Wächtersbach;RB;15550;51;2024-11-08 15:42:00;2024-11-08 15:59:00;;;17;DB Regio AG;RB51;44
8892055085147443408-2411081525-1;Frankfurt(Main)Hbf;8000105;Erbach(Odenw);VIA;25175;RB82;2024-11-08 15:25:00;2024-11-08 15:40:00;;;15;VIAS GmbH;RB82;44
6857733995447485164-2411081115-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;599;;2024-11-08 15:05:00;2024-11-08 15:13:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
-7455087584675999219-2410310420-3;Frankfurt(Main)Hbf;8000105;Nürnberg Hbf;ICE;521;;2024-10-31 07:03:00;2024-10-31 07:47:00;;;44;DB Fernverkehr AG;Frankfurt(Main)Hbf-Nürnberg Hbf;43
-2747435270774906120-2410302256-1;Frankfurt(Main)Hbf;8000105;Mainz Hbf;RB;29588;33;2024-10-30 22:56:00;2024-10-30 23:30:00;;;34;DB Regio AG;RB33;43
-8147699513644188353-2410301817-6;Frankfurt(Main)Hbf;8000105;Karlsruhe Hbf;ICE;877;;2024-10-30 22:06:00;2024-10-30 22:19:00;;;13;DB Fernverkehr AG;Frankfurt(Main)Hbf-Karlsruhe Hbf;43
2312296716933966404-2410301554-9;Frankfurt(Main)Hbf;8000105;Nürnberg Hbf;ICE;1021;;2024-10-30 22:48:00;2024-10-30 22:59:00;;;11;DB Fernverkehr AG;Frankfurt(Main)Hbf-Nürnberg Hbf;43
-8282022089277429714-2411010938-1;Frankfurt(Main)Hbf;8000105;Babenhausen(Hess);VIA;25323;RE85;2024-11-01 09:38:00;2024-11-01 09:47:00;;;9;VIAS GmbH;RE85;43
-7306060287928860392-2411070915-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;597;;2024-11-07 13:05:00;2024-11-07 13:23:00;;;18;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
5475545787198091829-2411062108-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;4266;2;2024-11-06 21:08:00;2024-11-06 21:37:00;;;29;DB Regio AG;RE2;44
-4930005745220627540-2411061634-8;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;22;;2024-11-06 21:44:00;2024-11-06 22:07:00;;;23;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
3736117015423388331-2411061751-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;526;;2024-11-06 21:09:00;2024-11-06 21:40:00;;;31;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
728614492332009381-2411062118-1;Frankfurt(Main)Hbf;8000105;Erfurt Hbf;ICE;1659;;2024-11-06 21:18:00;2024-11-06 21:24:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Erfurt Hbf;44
-1748486962315788197-2411062115-1;Frankfurt(Main)Hbf;8000105;Dieburg;RB;15693;61;2024-11-06 21:15:00;2024-11-06 21:22:00;;;7;DB Regio AG;RB61;44
-8005609635293134624-2411061716-6;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;ICE;695;;2024-11-06 21:05:00;2024-11-06 21:31:00;;;26;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stuttgart Hbf;44
-4356853165457193863-2411061908-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;4264;2;2024-11-06 19:08:00;2024-11-06 19:23:00;;;15;DB Regio AG;RE2;44
-3735436602215334971-2411061526-8;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;1171;;2024-11-06 19:52:00;2024-11-06 20:23:00;;;31;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;44
3110338756521254946-2411061934-1;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;RE;4679;68;2024-11-06 19:34:00;2024-11-06 19:59:00;;;25;DB Regio AG;RE68;44
2312296716933966404-2411011554-13;Frankfurt(Main)Hbf;8000105;Nürnberg Hbf;ICE;1021;;2024-11-01 22:45:00;2024-11-01 22:54:00;;;9;DB Fernverkehr AG;Frankfurt(Main)Hbf-Nürnberg Hbf;43
5126111707056373426-2411060500-4;Frankfurt(Main)Hbf;8000105;Hamburg Hbf;ICE;672;;2024-11-06 05:50:00;2024-11-06 06:00:00;;;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg Hbf;44
4250821308365947570-2411050528-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;1022;;2024-11-05 07:42:00;2024-11-05 07:59:00;;;17;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
-4507357722825392909-2410291853-1;Frankfurt(Main)Hbf;8000105;Neuwied;VIA;25028;RB10;2024-10-29 18:53:00;2024-10-29 19:02:00;;;9;VIAS GmbH;RB10;43
-1497213994658544450-2411041136-13;Frankfurt(Main)Hbf;8000105;Passau Hbf;ICE;927;;2024-11-04 19:12:00;2024-11-04 20:01:00;;;49;DB Fernverkehr AG;Frankfurt(Main)Hbf-Passau Hbf;44
-1861627425367595925-2411041515-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;693;;2024-11-04 19:05:00;2024-11-04 19:26:00;;;21;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
-4521437519262178170-2410291351-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;624;;2024-10-29 17:09:00;2024-10-29 17:42:00;;;33;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
-5888736089639508299-2410291726-1;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;IC;2224;;2024-10-29 17:26:00;2024-10-29 17:36:00;2024-10-29 16:26:00;c;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
7890562234602247393-2410291747-1;Frankfurt(Main)Hbf;8000105;Königstein(Taunus);STN;21501;RB12;2024-10-29 17:47:00;2024-10-29 17:55:00;;;8;Other;RB12;43
6143861800997443372-2410292330-1;Frankfurt(Main)Hbf;8000105;Gemünden(Main);RE;4637;54;2024-10-29 23:30:00;2024-10-29 23:38:00;;;8;DB Regio AG;RE54;43
2399764757688153611-2411070718-1;Frankfurt(Main)Hbf;8000105;Dresden Hbf;ICE;1555;;2024-11-07 07:18:00;2024-11-07 07:28:00;2024-11-06 23:24:00;c;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dresden Hbf;44
-1797308816919182379-2410262115-1;Frankfurt(Main)Hbf;8000105;Dieburg;RB;15489;61;2024-10-26 21:15:00;2024-10-26 21:30:00;;;15;DB Regio AG;RB61;42
-8176481796319810919-2411071034-1;Frankfurt(Main)Hbf;8000105;Würzburg Hbf;RE;4611;55;2024-11-07 10:34:00;2024-11-07 10:41:00;;;7;DB Regio AG;RE55;44
5432365024261254671-2411070849-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;621;;2024-11-07 10:53:00;2024-11-07 10:59:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
-7827307397706401371-2411070647-5;Frankfurt(Main)Hbf;8000105;Essen Hbf;ICE;728;;2024-11-07 10:09:00;2024-11-07 10:20:00;;;11;DB Fernverkehr AG;Frankfurt(Main)Hbf-Essen Hbf;44
-1790024725878292801-2410260836-11;Frankfurt(Main)Hbf;8000105;Wien Hbf;ICE;27;;2024-10-26 12:22:00;2024-10-26 12:29:00;;;7;DB Fernverkehr AG;Frankfurt(Main)Hbf-Wien Hbf;42
-1810961569118299205-2410260759-9;Frankfurt(Main)Hbf;8000105;Berlin Gesundbrunnen;ICE;76;;2024-10-26 12:14:00;2024-10-26 12:30:00;;;16;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Gesundbrunnen;42
251575652045242657-2410300918-1;Frankfurt(Main)Hbf;8000105;Dresden Hbf;ICE;1557;;2024-10-30 09:18:00;2024-10-30 09:27:00;;;9;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dresden Hbf;43
-7782424231001410433-2410300550-5;Frankfurt(Main)Hbf;8000105;Frankfurt(M) Flughafen Fernbf;ICE;1097;;2024-10-30 09:34:00;2024-10-30 09:42:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Frankfurt(M) Flughafen Fernbf;43
-8147699513644188353-2411061817-6;Frankfurt(Main)Hbf;8000105;Karlsruhe Hbf;ICE;877;;2024-11-06 22:06:00;2024-11-06 23:52:00;;;106;DB Fernverkehr AG;Frankfurt(Main)Hbf-Karlsruhe Hbf;44
4662916557549276575-2411051255-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;629;;2024-11-05 14:53:00;2024-11-05 16:48:00;;;115;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
3704713885565394549-2411051036-11;Frankfurt(Main)Hbf;8000105;Linz Hbf;ICE;29;;2024-11-05 14:21:00;2024-11-05 15:57:00;;;96;DB Fernverkehr AG;Frankfurt(Main)Hbf-Linz Hbf;44
486882855192455368-2411051454-1;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;ICE;1908;;2024-11-05 14:54:00;2024-11-05 15:54:00;;;60;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg-Altona;44
-4465336030385931642-2411051014-11;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;ICE;577;;2024-11-05 14:52:00;2024-11-05 15:31:00;;;39;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stuttgart Hbf;44
830181245400956492-2411032229-1;Frankfurt(Main)Hbf;8000105;Idstein(Taunus);RB;15290;22;2024-11-03 22:29:00;2024-11-03 22:41:00;;;12;DB Regio AG;RB22;44
3765292860989413453-2410280605-1;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;5;;2024-10-28 06:05:00;2024-10-28 06:25:00;;;20;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;43
-2018983246501305667-2411031053-6;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;625;;2024-11-03 12:53:00;2024-11-03 13:08:00;;;15;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
-5632453174521695061-2411030817-11;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;ICE;575;;2024-11-03 12:52:00;2024-11-03 13:11:00;;;19;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stuttgart Hbf;44
7983801099953614172-2411011427-2;Wiesbaden Hbf;8000250;Karlsruhe Hbf;ICE;109;;2024-11-01 15:26:00;2024-11-01 15:41:00;2024-11-01 08:38:00;p;15;DB Fernverkehr AG;Wiesbaden Hbf-Karlsruhe Hbf;43
-6842980586501064534-2411012318-1;Wiesbaden Hbf;8000250;Offenbach(Main)Ost;S;35881;8;2024-11-01 23:18:00;2024-11-01 23:25:00;;;7;DB Regio AG;S8;43
417073745308449104-2411011834-1;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;RE;4677;68;2024-11-01 18:34:00;2024-11-01 18:43:00;;;9;DB Regio AG;RE68;43
8322424274180843926-2411011928-8;Wiesbaden Hbf;8000250;Köln Hbf;ICE;510;;2024-11-01 23:39:00;2024-11-01 23:59:00;;;20;DB Fernverkehr AG;Wiesbaden Hbf-Köln Hbf;43
-4853549543155830626-2411011238-12;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;ICE;70;;2024-11-01 18:14:00;2024-11-01 18:22:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Ostbahnhof;43
-8750379713596332552-2411012005-1;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;S;35169;1;2024-11-01 20:05:00;2024-11-01 20:18:00;;;13;DB Regio AG;S1;43
3596733780499351643-2411020437-9;Frankfurt(Main)Hbf;8000105;Linz Hbf;ICE;23;;2024-11-02 08:49:00;2024-11-02 08:59:00;;;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Linz Hbf;43
1135945809059962787-2410272128-2;Wiesbaden Hbf;8000250;Stuttgart Hbf;ICE;617;;2024-10-27 22:26:00;2024-10-28 01:15:00;;;169;DB Fernverkehr AG;Wiesbaden Hbf-Stuttgart Hbf;43
-3823028807335198664-2410260915-9;Frankfurt(Main)Hbf;8000105;Zürich HB;ICE;75;;2024-10-26 13:52:00;2024-10-26 14:09:00;;;17;DB Fernverkehr AG;Frankfurt(Main)Hbf-Zürich HB;42
5648077596396628178-2411051437-25;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;VIA;25023;RB10;2024-11-05 16:32:00;2024-11-05 17:15:00;2024-11-05 16:47:00;c;43;VIAS GmbH;RB10;44
4411178603141212019-2411051605-1;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;S;35153;1;2024-11-05 16:05:00;2024-11-05 16:16:00;;;11;DB Regio AG;S1;44
-1430316347856308242-2411071316-9;Frankfurt(Main)Hbf;8000105;Zürich HB;ICE;79;;2024-11-07 17:52:00;2024-11-07 18:02:00;;;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Zürich HB;44
-9137733724656247691-2411071704-1;Frankfurt(Main)Hbf;8000105;Frankfurt(M) Flughafen Regionalbf;S;36720;8;2024-11-07 17:04:00;2024-11-07 18:30:00;;;86;DB Regio AG;S8;44
1536303707182725045-2411071720-1;Frankfurt(Main)Hbf;8000105;Frankfurt(M) Flughafen Regionalbf;S;36722;8;2024-11-07 17:20:00;2024-11-07 17:54:00;;;34;DB Regio AG;S8;44
1920517887960801655-2411071234-8;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;26;;2024-11-07 17:42:00;2024-11-07 17:49:00;;;7;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
-5936404401169525278-2411031853-3;Wiesbaden Hbf;8000250;München Hbf;ICE;615;;2024-11-03 20:26:00;2024-11-03 20:44:00;;;18;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;44
-6216501662094811597-2411071725-1;Frankfurt(Main)Hbf;8000105;Erbach(Odenw);VIA;25179;RB82;2024-11-07 17:25:00;2024-11-07 17:31:00;;;6;VIAS GmbH;RB82;44
-6054830360315477607-2410271002-1;Frankfurt(Main)Hbf;8000105;Berlin Ostbahnhof;ICE;1134;;2024-10-27 10:02:00;2024-10-27 10:08:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Ostbahnhof;43
-8556260374780930425-2410311128-2;Wiesbaden Hbf;8000250;München Hbf;ICE;517;;2024-10-31 12:26:00;2024-10-31 12:32:00;;;6;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;43
3141550361318285155-2411070630-1;Frankfurt(Main)Hbf;8000105;Hanau Hbf;HLB;28607;RB58;2024-11-07 06:30:00;2024-11-07 06:41:00;;;11;Hessische Landesbahn;RB58;44
1840414594245135896-2411050652-23;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;VIA;25007;RB10;2024-11-05 08:32:00;2024-11-05 08:39:00;;;7;VIAS GmbH;RB10;44
-8282022089277429714-2411050938-1;Frankfurt(Main)Hbf;8000105;Babenhausen(Hess);VIA;25323;RE85;2024-11-05 09:38:00;2024-11-05 09:56:00;;;18;VIAS GmbH;RE85;44
2846214950676975755-2411050908-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;4254;2;2024-11-05 09:08:00;2024-11-05 09:18:00;;;10;DB Regio AG;RE2;44
-9098533399497256331-2411050516-9;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;71;;2024-11-05 09:52:00;2024-11-05 10:03:00;;;11;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;44
-2197447328720659546-2411091137-25;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;VIA;25017;RB10;2024-11-09 13:32:00;2024-11-09 13:51:00;;;19;VIAS GmbH;RB10;44
6299213279883599426-2411091016-6;Frankfurt(Main)Hbf;8000105;Interlaken Ost;ICE;371;;2024-11-09 14:06:00;2024-11-09 14:12:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Interlaken Ost;44
3704713885565394549-2411091036-10;Frankfurt(Main)Hbf;8000105;Linz Hbf;ICE;29;;2024-11-09 14:21:00;2024-11-09 14:29:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Linz Hbf;44
5475545787198091829-2411032108-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;4266;2;2024-11-03 21:08:00;2024-11-03 21:19:00;;;11;DB Regio AG;RE2;44
488229756761353141-2411032108-1;Frankfurt(Main)Hbf;8000105;Aschaffenburg Hbf;RE;4643;55;2024-11-03 21:08:00;2024-11-03 21:26:00;;;18;DB Regio AG;RE55;44
-1497213994658544450-2411051137-14;Frankfurt(Main)Hbf;8000105;Passau Hbf;ICE;927;;2024-11-05 18:21:00;2024-11-05 18:54:00;;;33;DB Fernverkehr AG;Frankfurt(Main)Hbf-Passau Hbf;44
-8942408890709913676-2411051816-1;Frankfurt(Main)Hbf;8000105;Bruxelles Midi;ICE;10;;2024-11-05 18:16:00;2024-11-05 18:22:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Bruxelles Midi;44
-6075989787739630213-2411051828-1;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;812;;2024-11-05 18:28:00;2024-11-05 18:34:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
-2142784246140329213-2411051447-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;622;;2024-11-05 18:09:00;2024-11-05 18:19:00;;;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
