timetableStop_id;station;eva;target;trainCategory;trainNumber;departingLine;plannedDeparture;changedDepartureTime;cancellationTime;eventStatus;departure_delay;operator;Verbindung;week_number
5433458561289262992-2411041104-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RE;4259;2;2024-11-04 12:10:00;2024-11-04 12:16:00;;;6;DB Regio AG;RE2;44
6597703942519966667-2411050838-1;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;N;12209;SE14;2024-11-05 08:38:00;2024-11-05 08:46:00;;;8;DB Regio AG;SE14;44
-8368238155127969333-2411050854-1;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;ICE;1914;;2024-11-05 08:54:00;2024-11-05 09:00:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Hamburg-Altona;44
4425908669951162267-2410300610-17;Mainz Hbf;8000240;Wiesbaden Hbf;S;38602;6;2024-10-30 07:36:00;2024-10-30 07:46:00;2024-10-30 07:14:00;c;10;DB Regio AG;S6;43
-4222524395906678996-2410311513-17;Mainz Hbf;8000240;Wiesbaden Hbf;S;38620;6;2024-10-31 16:36:00;2024-10-31 16:44:00;;;8;DB Regio AG;S6;43
-2052222982576990269-2410311504-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RE;4263;2;2024-10-31 16:10:00;2024-10-31 16:51:00;;;41;DB Regio AG;RE2;43
-4363138856453226211-2410311111-9;Mainz Hbf;8000240;Interlaken Ost;ICE;373;;2024-10-31 16:42:00;2024-10-31 17:10:00;;;28;DB Fernverkehr AG;Mainz Hbf-Interlaken Ost;43
246758424283467913-2411041638-4;Mainz Hbf;8000240;Mannheim Hbf;N;12225;SE14;2024-11-04 17:11:00;2024-11-04 17:18:00;;;7;DB Regio AG;SE14;44
-8887837759762760518-2411041703-1;Mainz Hbf;8000240;Kirchheimbolanden;RE;29220;13;2024-11-04 17:03:00;2024-11-04 17:10:00;;;7;DB Regio AG;RE13;44
1686125517340762232-2411010310-1;Mainz Hbf;8000240;Alzey;RB;29282;31;2024-11-01 03:10:00;2024-11-01 03:23:00;;;13;DB Regio AG;RB31;43
6597703942519966667-2411070838-1;Frankfurt(Main)Hbf;8000105;Mannheim Hbf;N;12209;SE14;2024-11-07 08:38:00;2024-11-07 08:48:00;;;10;DB Regio AG;SE14;44
-7610672940066525446-2411091846-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;ICE;590;;2024-11-09 22:21:00;2024-11-09 22:35:00;;;14;DB Fernverkehr AG;Mainz Hbf-Frankfurt(Main)Hbf;44
-6223962037244896084-2411070448-6;Frankfurt(Main)Hbf;8000105;Essen Hbf;ICE;822;;2024-11-07 08:09:00;2024-11-07 08:23:00;;;14;DB Fernverkehr AG;Frankfurt(Main)Hbf-Essen Hbf;44
-4930005745220627540-2411091634-10;Mainz Hbf;8000240;Dortmund Hbf;ICE;22;;2024-11-09 22:20:00;2024-11-09 22:50:00;;;30;DB Fernverkehr AG;Mainz Hbf-Dortmund Hbf;44
-8338217849521596952-2411050636-8;Mainz Hbf;8000240;München Hbf;ICE;1621;;2024-11-05 09:42:00;2024-11-05 10:20:00;;;38;DB Fernverkehr AG;Mainz Hbf-München Hbf;44
-1790024725878292801-2410310836-11;Frankfurt(Main)Hbf;8000105;Wien Hbf;ICE;27;;2024-10-31 12:22:00;2024-10-31 12:30:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Wien Hbf;43
-6323260114717487875-2410291842-1;Wiesbaden Hbf;8000250;Aschaffenburg Hbf;HLB;28729;RB75;2024-10-29 18:42:00;2024-10-29 18:53:00;;;11;Hessische Landesbahn;RB75;43
-8312398823745694210-2410301511-9;Mainz Hbf;8000240;Basel SBB;ICE;377;;2024-10-30 20:42:00;2024-10-30 21:04:00;;;22;DB Fernverkehr AG;Mainz Hbf-Basel SBB;43
-6211642665307321540-2410301946-26;Mainz Hbf;8000240;Wiesbaden Hbf;S;35866;8;2024-10-30 20:59:00;2024-10-30 21:12:00;;;13;DB Regio AG;S8;43
-7740891857357423186-2410291753-4;Wiesbaden Hbf;8000250;Neuwied;VIA;25026;RB10;2024-10-29 18:33:00;2024-10-29 18:40:00;;;7;VIAS GmbH;RB10;43
-1164837587132247680-2411051704-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RE;4265;2;2024-11-05 18:10:00;2024-11-05 19:49:00;2024-11-05 19:13:00;c;99;DB Regio AG;RE2;44
6700239204384904052-2411020140-1;Mainz Hbf;8000240;Alzey;RB;29280;31;2024-11-02 01:40:00;2024-11-02 01:48:00;;;8;DB Regio AG;RB31;43
7582314568044505717-2411011944-6;Mainz Hbf;8000240;Zürich HB;IC;60403;;2024-11-02 01:42:00;2024-11-02 02:25:00;;;43;DB Fernverkehr AG;Mainz Hbf-Zürich HB;43
-5851721557238592488-2411011944-6;Mainz Hbf;8000240;Zürich HB;NJ;403;;2024-11-02 01:42:00;2024-11-02 02:25:00;;;43;ÖBB;Mainz Hbf-Zürich HB;43
-4383803236760390820-2411051948-7;Frankfurt(Main)Hbf;8000105;Montabaur;ICE;522;;2024-11-05 23:09:00;2024-11-05 23:55:00;;;46;DB Fernverkehr AG;Frankfurt(Main)Hbf-Montabaur;44
-2543008509222161707-2411090846-7;Mainz Hbf;8000240;Hamburg Hbf;ICE;690;;2024-11-09 12:18:00;2024-11-09 12:29:00;;;11;DB Fernverkehr AG;Mainz Hbf-Hamburg Hbf;44
-7958939615159027987-2411090717-10;Mainz Hbf;8000240;Hamburg-Altona;ICE;928;;2024-11-09 12:20:00;2024-11-09 12:30:00;;;10;DB Fernverkehr AG;Mainz Hbf-Hamburg-Altona;44
7603662700370569194-2411091535-1;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;S;35151;1;2024-11-09 15:35:00;2024-11-09 15:54:00;2024-11-09 15:30:00;c;19;DB Regio AG;S1;44
1924658128121948341-2411091337-25;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;VIA;25021;RB10;2024-11-09 15:32:00;2024-11-09 15:44:00;;;12;VIAS GmbH;RB10;44
-7296753961114727188-2411031708-7;Mainz Hbf;8000240;Koblenz Hbf;RE;4262;2;2024-11-03 17:51:00;2024-11-03 18:01:00;;;10;DB Regio AG;RE2;44
9012233588303985492-2411031405-1;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;S;35145;1;2024-11-03 14:05:00;2024-11-03 14:12:00;;;7;DB Regio AG;S1;44
-7782424231001410433-2411040550-5;Frankfurt(Main)Hbf;8000105;Frankfurt(M) Flughafen Fernbf;ICE;1097;;2024-11-04 09:34:00;2024-11-04 10:13:00;2024-11-04 09:21:00;c;39;DB Fernverkehr AG;Frankfurt(Main)Hbf-Frankfurt(M) Flughafen Fernbf;44
-1556567793911227603-2411031328-2;Wiesbaden Hbf;8000250;München Hbf;ICE;519;;2024-11-03 14:26:00;2024-11-03 14:32:00;;;6;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;44
-2450481376572839846-2410301648-1;Wiesbaden Hbf;8000250;Hanau Hbf;S;35855;8;2024-10-30 16:48:00;2024-10-30 17:15:00;;;27;DB Regio AG;S8;43
-2104065586110452769-2410311916-26;Mainz Hbf;8000240;Wiesbaden Hbf;S;35864;8;2024-10-31 20:29:00;2024-10-31 20:45:00;;;16;DB Regio AG;S8;43
-8312398823745694210-2410311511-9;Mainz Hbf;8000240;Freiburg(Breisgau) Hbf;ICE;377;;2024-10-31 20:42:00;2024-10-31 21:00:00;;;18;DB Fernverkehr AG;Mainz Hbf-Freiburg(Breisgau) Hbf;43
5089820149948252230-2410311646-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;ICE;592;;2024-10-31 20:18:00;2024-10-31 20:25:00;;;7;DB Fernverkehr AG;Mainz Hbf-Frankfurt(Main)Hbf;43
7905496543427052776-2411051508-6;Mainz Hbf;8000240;Koblenz Hbf;RE;4260;2;2024-11-05 15:51:00;2024-11-05 16:14:00;;;23;DB Regio AG;RE2;44
-1418209302547608527-2411051458-20;Mainz Hbf;8000240;Wiesbaden Hbf;S;35846;8;2024-11-05 15:59:00;2024-11-05 16:11:00;;;12;DB Regio AG;S8;44
2146121458090236833-2411021528-2;Wiesbaden Hbf;8000250;München Hbf;ICE;611;;2024-11-02 16:26:00;2024-11-02 16:33:00;;;7;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;43
6492627968416470339-2410271236-8;Mainz Hbf;8000240;Wien Hbf;ICE;229;;2024-10-27 15:34:00;2024-10-27 15:42:00;;;8;DB Fernverkehr AG;Mainz Hbf-Wien Hbf;43
-6769257866791628099-2410300900-3;Wiesbaden Hbf;8000250;Köln Hbf;ICE;202;;2024-10-30 10:39:00;2024-10-30 10:46:00;;;7;DB Fernverkehr AG;Wiesbaden Hbf-Köln Hbf;43
3652051191527123586-2410280418-1;Wiesbaden Hbf;8000250;Hanau Hbf;S;35805;8;2024-10-28 04:18:00;2024-10-28 04:35:00;;;17;DB Regio AG;S8;43
6492627968416470339-2411021237-7;Mainz Hbf;8000240;Passau Hbf;ICE;229;;2024-11-02 15:44:00;2024-11-02 16:05:00;;;21;DB Fernverkehr AG;Mainz Hbf-Passau Hbf;43
5760455312837249453-2411051158-20;Mainz Hbf;8000240;Wiesbaden Hbf;S;35834;8;2024-11-05 12:59:00;2024-11-05 13:06:00;;;7;DB Regio AG;S8;44
7977457354840338708-2410291625-4;Mainz Hbf;8000240;Koblenz Hbf;RE;29542;2;2024-10-29 17:00:00;2024-10-29 17:06:00;;;6;DB Regio AG;RE2;43
-4580757756484141741-2410291315-7;Mainz Hbf;8000240;Innsbruck Hbf;ICE;1211;;2024-10-29 17:42:00;2024-10-29 17:59:00;;;17;DB Fernverkehr AG;Mainz Hbf-Innsbruck Hbf;43
246758424283467913-2410291638-4;Mainz Hbf;8000240;Mannheim Hbf;N;12225;SE14;2024-10-29 17:11:00;2024-10-29 17:17:00;;;6;DB Regio AG;SE14;43
-4256702759462616893-2411070746-24;Mainz Hbf;8000240;Wiesbaden Hbf;S;35818;8;2024-11-07 08:59:00;2024-11-07 09:35:00;;;36;DB Regio AG;S8;44
-2183475179671432516-2411070720-13;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RB;29247;31;2024-11-07 08:27:00;2024-11-07 08:33:00;;;6;DB Regio AG;RB31;44
5598887887498344120-2411070416-7;Mainz Hbf;8000240;Interlaken Ost;ICE;275;;2024-11-07 08:42:00;2024-11-07 08:52:00;;;10;DB Fernverkehr AG;Mainz Hbf-Interlaken Ost;44
-2497385696290219436-2411060507-8;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RE;4251;2;2024-11-06 06:10:00;2024-11-06 06:55:00;;;45;DB Regio AG;RE2;44
333620029166382799-2411031134-6;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;28;;2024-11-03 15:48:00;2024-11-03 15:57:00;;;9;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;44
-4930005745220627540-2410271634-9;Mainz Hbf;8000240;Dortmund Hbf;ICE;22;;2024-10-27 22:22:00;2024-10-27 22:53:00;;;31;DB Fernverkehr AG;Mainz Hbf-Dortmund Hbf;43
-7184453857839759572-2410300729-8;Wiesbaden Hbf;8000250;Köln Hbf;ICE;612;;2024-10-30 11:39:00;2024-10-30 14:19:00;2024-10-30 09:33:00;c;160;DB Fernverkehr AG;Wiesbaden Hbf-Köln Hbf;43
-8312398823745694210-2411031511-8;Frankfurt(Main)Hbf;8000105;Freiburg(Breisgau) Hbf;ICE;377;;2024-11-03 20:06:00;2024-11-03 20:14:00;;;8;DB Fernverkehr AG;Frankfurt(Main)Hbf-Freiburg(Breisgau) Hbf;44
2143499115056676952-2411031839-8;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;821;;2024-11-03 20:53:00;2024-11-03 21:29:00;;;36;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;44
2769724218638057691-2410271448-1;Frankfurt(Main)Hbf;8000105;Stralsund Hbf;ICE;1576;;2024-10-27 14:48:00;2024-10-27 15:00:00;;;12;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stralsund Hbf;43
-2015644144658012402-2410291556-5;Mainz Hbf;8000240;Alzey;RB;29258;31;2024-10-29 16:33:00;2024-10-29 16:39:00;;;6;DB Regio AG;RB31;43
7265904803286392428-2410291247-7;Mainz Hbf;8000240;Kiel Hbf;ICE;1096;;2024-10-29 16:18:00;2024-10-29 16:34:00;;;16;DB Fernverkehr AG;Mainz Hbf-Kiel Hbf;43
-4363138856453226211-2410291111-9;Mainz Hbf;8000240;Interlaken Ost;ICE;373;;2024-10-29 16:42:00;2024-10-29 16:54:00;;;12;DB Fernverkehr AG;Mainz Hbf-Interlaken Ost;43
-4222524395906678996-2410291513-17;Mainz Hbf;8000240;Wiesbaden Hbf;S;38620;6;2024-10-29 16:36:00;2024-10-29 16:42:00;;;6;DB Regio AG;S6;43
4178793572863103484-2411060526-4;Mannheim Hbf;8000244;München Hbf;ICE;991;;2024-11-06 06:30:00;2024-11-06 06:39:00;;;9;DB Fernverkehr AG;Mannheim Hbf-München Hbf;44
776874307993202871-2411031306-8;Frankfurt(Main)Hbf;8000105;Berlin Gesundbrunnen;ICE;72;;2024-11-03 16:13:00;2024-11-03 16:24:00;;;11;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Gesundbrunnen;44
6492627968416470339-2411031237-9;Frankfurt(Main)Hbf;8000105;Passau Hbf;ICE;229;;2024-11-03 16:20:00;2024-11-03 16:38:00;;;18;DB Fernverkehr AG;Frankfurt(Main)Hbf-Passau Hbf;44
5725035179708558025-2411061415-7;Mainz Hbf;8000240;Basel SBB;ICE;375;;2024-11-06 18:42:00;2024-11-06 19:55:00;2024-11-06 18:36:00;c;73;DB Fernverkehr AG;Mainz Hbf-Basel SBB;44
-7102555071855955318-2411060554-11;Mannheim Hbf;8000244;Osterburken;S;38109;1;2024-11-06 06:34:00;2024-11-06 06:44:00;;;10;DB Regio AG;S1;44
170093097875396020-2410261916-6;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;ICE;697;;2024-10-26 23:06:00;2024-10-26 23:51:00;;;45;DB Fernverkehr AG;Frankfurt(Main)Hbf-Stuttgart Hbf;42
6195485783263057734-2411091828-6;Mannheim Hbf;8000244;Saarbrücken Hbf;ICE;910;;2024-11-09 21:18:00;2024-11-09 21:29:00;;;11;DB Fernverkehr AG;Mannheim Hbf-Saarbrücken Hbf;44
-1861627425367595925-2411061515-8;Mannheim Hbf;8000244;München Hbf;ICE;693;;2024-11-06 20:30:00;2024-11-06 21:59:00;;;89;DB Fernverkehr AG;Mannheim Hbf-München Hbf;44
-3289067013433377787-2410292049-14;Mannheim Hbf;8000244;Bruchsal;S;38479;3;2024-10-29 21:37:00;2024-10-29 21:56:00;;;19;DB Regio AG;S3;43
-7610672940066525446-2410291846-6;Mannheim Hbf;8000244;Frankfurt(Main)Hbf;ICE;590;;2024-10-29 21:31:00;2024-10-29 22:09:00;;;38;DB Fernverkehr AG;Mannheim Hbf-Frankfurt(Main)Hbf;43
4378397206170216940-2411010713-9;Mainz Hbf;8000240;Basel SBB;ICE;279;;2024-11-01 12:42:00;2024-11-01 13:08:00;2024-11-01 11:21:00;c;26;DB Fernverkehr AG;Mainz Hbf-Basel SBB;43
-8556260374780930425-2411061128-2;Wiesbaden Hbf;8000250;München Hbf;ICE;517;;2024-11-06 12:26:00;2024-11-06 12:37:00;;;11;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;44
-951490866754229573-2411011128-22;Mainz Hbf;8000240;Wiesbaden Hbf;S;35832;8;2024-11-01 12:29:00;2024-11-01 12:42:00;;;13;DB Regio AG;S8;43
5725035179708558025-2410301415-6;Frankfurt(Main)Hbf;8000105;Basel SBB;ICE;375;;2024-10-30 18:06:00;2024-10-30 18:50:00;;;44;DB Fernverkehr AG;Frankfurt(Main)Hbf-Basel SBB;43
6126901332954732853-2411051846-24;Mainz Hbf;8000240;Wiesbaden Hbf;S;35862;8;2024-11-05 19:59:00;2024-11-05 20:10:00;;;11;DB Regio AG;S8;44
-7118426883477829136-2410311253-4;Wiesbaden Hbf;8000250;Neuwied;VIA;25016;RB10;2024-10-31 13:33:00;2024-10-31 13:53:00;;;20;VIAS GmbH;RB10;43
8428028954903351107-2411051636-9;Mainz Hbf;8000240;Passau Hbf;ICE;929;;2024-11-05 19:42:00;2024-11-05 20:22:00;;;40;DB Fernverkehr AG;Mainz Hbf-Passau Hbf;44
-7131878525973819330-2411092256-16;Mannheim Hbf;8000244;Kaiserslautern Hbf;S;38260;2;2024-11-10 00:13:00;2024-11-10 00:43:00;2024-11-10 00:11:00;c;30;DB Regio AG;S2;45
8439018456594148485-2411092238-32;Mannheim Hbf;8000244;Ludwigshafen(Rh)Hbf;S;38264;2;2024-11-10 00:33:00;2024-11-10 01:03:00;2024-11-10 00:37:00;c;30;DB Regio AG;S2;45
-2052222982576990269-2411071504-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RE;4263;2;2024-11-07 16:10:00;2024-11-07 16:20:00;;;10;DB Regio AG;RE2;44
3233914943120412473-2411092343-15;Mannheim Hbf;8000244;Ludwigshafen(Rh)Hbf;S;38412;3;2024-11-10 00:33:00;2024-11-10 01:03:00;2024-11-10 00:37:00;c;30;DB Regio AG;S3;45
3011625054103057367-2410311849-12;Mannheim Hbf;8000244;Karlsruhe Hbf;S;38369;3;2024-10-31 19:30:00;2024-10-31 19:39:00;;;9;DB Regio AG;S3;43
4218053850205204069-2410271559-5;Frankfurt(Main)Hbf;8000105;Dortmund Hbf;ICE;1222;;2024-10-27 19:42:00;2024-10-27 19:52:00;;;10;DB Fernverkehr AG;Frankfurt(Main)Hbf-Dortmund Hbf;43
6417829408972045920-2410311754-23;Mannheim Hbf;8000244;Osterburken;S;38139;1;2024-10-31 19:38:00;2024-10-31 19:46:00;;;8;DB Regio AG;S1;43
7537395545451740415-2411051728-6;Mannheim Hbf;8000244;Köln Hbf;ICE;512;;2024-11-05 20:31:00;2024-11-05 21:00:00;2024-11-05 16:41:00;c;29;DB Fernverkehr AG;Mannheim Hbf-Köln Hbf;44
-586348946242638825-2411040612-9;Mainz Hbf;8000240;Basel SBB;ICE;277;;2024-11-04 10:42:00;2024-11-04 11:14:00;2024-11-04 09:42:00;c;32;DB Fernverkehr AG;Mainz Hbf-Basel SBB;44
-8183850474019799716-2411052049-1;Mannheim Hbf;8000244;Mainz Hbf;N;12774;SE14;2024-11-05 20:49:00;2024-11-05 20:56:00;;;7;DB Regio AG;SE14;44
-4337074948133260508-2411051827-3;Mannheim Hbf;8000244;Karlsruhe Hbf;ICE;203;;2024-11-05 20:35:00;2024-11-05 20:41:00;;;6;DB Fernverkehr AG;Mannheim Hbf-Karlsruhe Hbf;44
8428028954903351107-2411071636-9;Mainz Hbf;8000240;Passau Hbf;ICE;929;;2024-11-07 19:42:00;2024-11-07 19:54:00;;;12;DB Fernverkehr AG;Mainz Hbf-Passau Hbf;44
2774174590951633862-2410262228-20;Mainz Hbf;8000240;Frankfurt(Main)Hbf;ICE;921;;2024-10-27 06:29:00;2024-10-27 06:38:00;;;9;DB Fernverkehr AG;Mainz Hbf-Frankfurt(Main)Hbf;43
-1556567793911227603-2410261328-3;Mannheim Hbf;8000244;München Hbf;ICE;519;;2024-10-26 15:31:00;2024-10-26 16:28:00;;;57;DB Fernverkehr AG;Mannheim Hbf-München Hbf;42
5524095712606932700-2411020613-9;Mainz Hbf;8000240;München Hbf;ICE;595;;2024-11-02 11:42:00;2024-11-02 11:50:00;;;8;DB Fernverkehr AG;Mainz Hbf-München Hbf;43
-6323260114717487875-2411051842-1;Wiesbaden Hbf;8000250;Aschaffenburg Hbf;HLB;28729;RB75;2024-11-05 18:42:00;2024-11-05 18:51:00;;;9;Hessische Landesbahn;RB75;44
4281464429952814154-2411051728-2;Wiesbaden Hbf;8000250;München Hbf;ICE;613;;2024-11-05 18:26:00;2024-11-05 18:48:00;;;22;DB Fernverkehr AG;Wiesbaden Hbf-München Hbf;44
5524095712606932700-2411060613-9;Mainz Hbf;8000240;München Hbf;ICE;595;;2024-11-06 11:42:00;2024-11-06 11:49:00;2024-11-06 08:29:00;c;7;DB Fernverkehr AG;Mainz Hbf-München Hbf;44
-7184453857839759572-2411060729-7;Mainz Hbf;8000240;Köln Hbf;ICE;612;;2024-11-06 11:21:00;2024-11-06 11:39:00;;;18;DB Fernverkehr AG;Mainz Hbf-Köln Hbf;44
-5413495420970200756-2411061049-13;Mainz Hbf;8000240;Frankfurt(Main)Hbf;N;12214;SE14;2024-11-06 11:49:00;2024-11-06 12:09:00;;;20;DB Regio AG;SE14;44
-1790024725878292801-2411060836-9;Mainz Hbf;8000240;Wien Hbf;ICE;27;;2024-11-06 11:42:00;2024-11-06 12:00:00;;;18;DB Fernverkehr AG;Mainz Hbf-Wien Hbf;44
4411178603141212019-2410271605-1;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;S;35153;1;2024-10-27 16:05:00;2024-10-27 16:45:00;2024-10-27 16:05:00;c;40;DB Regio AG;S1;43
-897084587139065617-2411060803-8;Mainz Hbf;8000240;Bingen(Rhein) Hbf;RB;25552;75;2024-11-06 08:34:00;2024-11-06 08:42:00;;;8;DB Regio AG;RB75;44
-7864202457110859694-2411060738-4;Mainz Hbf;8000240;Mannheim Hbf;N;12207;SE14;2024-11-06 08:11:00;2024-11-06 08:22:00;;;11;DB Regio AG;SE14;44
-3994803738459763974-2411060650-3;Mainz Hbf;8000240;Hamburg Hbf;ICE;694;;2024-11-06 08:18:00;2024-11-06 08:37:00;;;19;DB Fernverkehr AG;Mainz Hbf-Hamburg Hbf;44
2062482644552481486-2410301237-25;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;VIA;25019;RB10;2024-10-30 14:32:00;2024-10-30 15:02:00;2024-10-30 14:18:00;c;30;VIAS GmbH;RB10;43
-4256702759462616893-2411060746-24;Mainz Hbf;8000240;Wiesbaden Hbf;S;35818;8;2024-11-06 08:59:00;2024-11-06 09:10:00;;;11;DB Regio AG;S8;44
1351798244528846884-2411070949-12;Mannheim Hbf;8000244;Karlsruhe Hbf;S;38335;3;2024-11-07 10:30:00;2024-11-07 10:36:00;;;6;DB Regio AG;S3;44
4081552720387302901-2410270506-3;Mannheim Hbf;8000244;Zürich HB;ICE;271;;2024-10-27 06:33:00;2024-10-27 06:40:00;;;7;DB Fernverkehr AG;Mannheim Hbf-Zürich HB;43
4176530947963729017-2411011013-17;Mainz Hbf;8000240;Wiesbaden Hbf;S;38610;6;2024-11-01 11:36:00;2024-11-01 11:57:00;;;21;DB Regio AG;S6;43
-5413495420970200756-2411011049-13;Mainz Hbf;8000240;Frankfurt(Main)Hbf;N;12214;SE14;2024-11-01 11:49:00;2024-11-01 12:19:00;;;30;DB Regio AG;SE14;43
-4237730497209642549-2411021349-1;Mannheim Hbf;8000244;Frankfurt(Main)Hbf;N;12220;SE14;2024-11-02 13:49:00;2024-11-02 13:58:00;;;9;DB Regio AG;SE14;43
7905496543427052776-2410261508-1;Frankfurt(Main)Hbf;8000105;Koblenz Hbf;RE;4260;2;2024-10-26 15:08:00;2024-10-26 15:37:00;2024-10-26 15:13:00;c;29;DB Regio AG;RE2;42
-8535119307506769283-2410271058-17;Mannheim Hbf;8000244;Mosbach(Baden);S;38121;1;2024-10-27 12:07:00;2024-10-27 12:14:00;2024-10-27 11:27:00;c;7;DB Regio AG;S1;43
-6960957430524549063-2410271027-3;Mannheim Hbf;8000244;Basel SBB;ICE;105;;2024-10-27 12:35:00;2024-10-27 12:45:00;;;10;DB Fernverkehr AG;Mannheim Hbf-Basel SBB;43
-2183475179671432516-2410280720-13;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RB;29247;31;2024-10-28 08:27:00;2024-10-28 08:39:00;;;12;DB Regio AG;RB31;43
-8160985285898732989-2410260559-8;Frankfurt(Main)Hbf;8000105;Berlin Hbf;ICE;78;;2024-10-26 10:14:00;2024-10-26 10:20:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Berlin Hbf;42
2051702809136902956-2411071954-25;Mannheim Hbf;8000244;Heidelberg Hbf;S;38253;2;2024-11-07 21:37:00;2024-11-07 21:50:00;;;13;DB Regio AG;S2;44
-8338217849521596952-2410260636-10;Frankfurt(Main)Hbf;8000105;München Hbf;ICE;1621;;2024-10-26 10:22:00;2024-10-26 10:40:00;;;18;DB Fernverkehr AG;Frankfurt(Main)Hbf-München Hbf;42
3498949492888129043-2411060816-24;Mainz Hbf;8000240;Wiesbaden Hbf;S;35820;8;2024-11-06 09:29:00;2024-11-06 09:54:00;;;25;DB Regio AG;S8;44
2051702809136902956-2411081954-25;Mannheim Hbf;8000244;Heidelberg Hbf;S;38253;2;2024-11-08 21:37:00;2024-11-08 21:43:00;;;6;DB Regio AG;S2;44
-2549759055540558574-2411031403-1;Mainz Hbf;8000240;Kirchheimbolanden;RE;29214;13;2024-11-03 14:03:00;2024-11-03 14:11:00;;;8;DB Regio AG;RE13;44
-8018320325830980126-2411031358-22;Mainz Hbf;8000240;Wiesbaden Hbf;S;35842;8;2024-11-03 14:59:00;2024-11-03 15:07:00;;;8;DB Regio AG;S8;44
7259432031372860978-2411080002-1;Mainz Hbf;8000240;Offenbach(Main)Ost;S;35883;8;2024-11-08 00:02:00;2024-11-08 00:12:00;;;10;DB Regio AG;S8;44
-1556567793911227603-2411051328-3;Mannheim Hbf;8000244;München Hbf;ICE;519;;2024-11-05 15:31:00;2024-11-05 16:40:00;;;69;DB Fernverkehr AG;Mannheim Hbf-München Hbf;44
6253310933074160155-2411080018-4;Mainz Hbf;8000240;Offenbach(Main)Ost;S;35885;8;2024-11-08 00:32:00;2024-11-08 00:46:00;;;14;DB Regio AG;S8;44
-7906017824379584014-2411030951-5;Frankfurt(Main)Hbf;8000105;Essen Hbf;ICE;722;;2024-11-03 13:09:00;2024-11-03 13:15:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Essen Hbf;44
-7184453857839759572-2411060729-6;Mannheim Hbf;8000244;Köln Hbf;ICE;612;;2024-11-06 10:31:00;2024-11-06 10:38:00;;;7;DB Fernverkehr AG;Mannheim Hbf-Köln Hbf;44
4218053850205204069-2411031559-7;Mainz Hbf;8000240;Dortmund Hbf;ICE;1222;;2024-11-03 20:20:00;2024-11-03 20:33:00;;;13;DB Fernverkehr AG;Mainz Hbf-Dortmund Hbf;44
7487348938339215963-2411041436-32;Mannheim Hbf;8000244;Kaiserslautern Hbf;S;38134;1;2024-11-04 16:24:00;2024-11-04 16:40:00;;;16;DB Regio AG;S1;44
945996285956923852-2411050713-17;Mainz Hbf;8000240;Wiesbaden Hbf;S;38604;6;2024-11-05 08:36:00;2024-11-05 08:46:00;;;10;DB Regio AG;S6;44
8276221152111004530-2411041521-18;Mannheim Hbf;8000244;Germersheim;S;38342;3;2024-11-04 16:31:00;2024-11-04 16:44:00;;;13;DB Regio AG;S3;44
2686007473625185344-2410300001-9;Mainz Hbf;8000240;Köln Hbf;ICE;618;;2024-10-30 05:32:00;2024-10-30 05:41:00;;;9;DB Fernverkehr AG;Mainz Hbf-Köln Hbf;43
1945603439104254635-2410300340-18;Mainz Hbf;8000240;Frankfurt(Main)Hbf;RB;29551;33;2024-10-30 05:06:00;2024-10-30 05:14:00;;;8;DB Regio AG;RB33;43
7637365102371342738-2410280506-3;Mannheim Hbf;8000244;Chur;ICE;1271;;2024-10-28 06:33:00;2024-10-28 06:57:00;;;24;DB Fernverkehr AG;Mannheim Hbf-Chur;43
-4383803236760390820-2411021948-7;Frankfurt(Main)Hbf;8000105;Köln Hbf;ICE;522;;2024-11-02 23:09:00;2024-11-02 23:15:00;;;6;DB Fernverkehr AG;Frankfurt(Main)Hbf-Köln Hbf;43
