timetableStop_id;station;eva;start;plannedArrivalPath;trainCategory;trainNumber;arrivingLine;plannedArrival;changedArrivalTime;cancellationTime;eventStatus;arrival_delay;operator;Verbindung;week_number
428488854693535724-2411202201-35;Trier Hbf;8000134;Homburg(Saar)Hbf;Homburg(Saar)Hbf|Limbach(b Homburg,Saar)|Kirkel|Rohrbach(Saar)|St Ingbert|Rentrisch|Scheidt(Saar)|Schafbrücke|Saarbrücken Ost|Saarbrücken Hbf|Saarbrücken-Burbach|Burbach Mitte|Luisenthal(Saar)|Völklingen|Bous(Saar)|Ensdorf(Saar)|Saarlouis Hbf|Dillingen(Saar)|Beckingen(Saar)|Fremersdorf|Merzig(Saar)|Merzig(Saar) Stadtmitte|Besseringen|Mettlach|Saarhölzbach|Taben|Serrig|Saarburg(Bz Trier)|Schoden-Ockfen|Wiltingen(Saar)|Kanzem|Konz|Karthaus|Trier Süd;RB;12590;71;2024-11-21 00:02:00;2024-11-21 00:01:00;;;-1;DB Regio AG;RB71;46
-2285671327041193985-2411202333-7;Trier Hbf;8000134;Luxembourg;Luxembourg|Sandweiler-Contern|Wasserbillig|Igel|Kreuz Konz|Trier Süd;RE;5141;11;2024-11-21 00:24:00;2024-11-21 00:25:00;;;1;DB Regio AG;RE11;46
980228415031503884-2411202225-31;Trier Hbf;8000134;Koblenz Hbf;Koblenz Hbf|Koblenz-Moselweiß|Koblenz-Güls|Winningen(Mosel)|Kobern-Gondorf|Lehmen|Kattenes|Löf|Hatzenport|Moselkern|Müden(Mosel)|Treis-Karden|Pommern(Mosel)|Klotten|Cochem(Mosel)|Ediger-Eller|Neef|Bullay(DB)|Bengel|Ürzig(DB)|Wittlich Hbf|Salmtal|Sehlem(Kr Wittlich)|Hetzerath|Föhren|Schweich(DB)|Quint|Ehrang Ort|Ehrang|Pfalzel;RB;12132;81;2024-11-21 00:19:00;2024-11-21 00:27:00;;;8;DB Regio AG;RB81;46
786129964763538741-2411112228-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35876;8;2024-11-11 23:26:00;2024-11-11 23:34:00;;;8;DB Regio AG;S8;45
-2747435270774906120-2411112256-5;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt(M) Flughafen Regionalbf|Rüsselsheim|Mainz-Bischofsheim;RB;29588;33;2024-11-11 23:33:00;2024-11-11 23:43:00;;;10;DB Regio AG;RB33;45
-9216864287469065670-2411131223-4;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Mainz-Kastel;VIA;25088;RB10;2024-11-13 12:58:00;2024-11-13 13:03:00;;;5;VIAS GmbH;RB10;45
-6612588602948453145-2411170806-17;Frankfurt(Main)Hbf;8000105;Erbach(Odenw);Erbach(Odenw)|Erbach(Odenw) Nord|Michelstadt|Bad König Zell|Bad König|Höchst Mümling-Grumbach|Höchst(Odenw)|Höchst Hetschbach|Groß-Umstadt Wiebelsbach|Otzberg Lengfeld|Reinheim(Odenw)|Ober Ramstadt|Mühltal|Darmstadt TU-Lichtwiese|Darmstadt Ost|Darmstadt Nord;VIA;25164;RB82;2024-11-17 09:32:00;2024-11-17 09:42:00;;;10;VIAS GmbH;RB82;46
-2611590048627043441-2411131158-32;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main)|Eddersheim|Flörsheim(Main)|Hochheim(Main)|Mainz-Kastel|Wiesbaden Ost;S;35134;1;2024-11-13 13:23:00;2024-11-13 13:25:00;;;2;DB Regio AG;S1;45
-7670964421205189474-2411170602-9;Frankfurt(Main)Hbf;8000105;Münster(Westf)Hbf;Münster(Westf)Hbf|Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;1903;;2024-11-17 09:04:00;2024-11-17 09:04:00;;;0;DB Fernverkehr AG;Münster(Westf)Hbf-Frankfurt(Main)Hbf;46
7388983241012288387-2411180608-14;Mannheim Hbf;8000244;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Langen(Hess)|Darmstadt Hbf|Darmstadt Süd|Bickenbach(Bergstr)|Zwingenberg(Bergstr)|Bensheim|Heppenheim(Bergstr)|Hemsbach|Weinheim(Bergstr)Hbf|Heddesheim/Hirschberg|Ladenburg|Neu-Edingen/Friedrichsfeld;RE;15305;60;2024-11-18 07:23:00;2024-11-18 07:32:00;;;9;DB Regio AG;RE60;46
-3613612237447745656-2410311915-31;Trier Hbf;8000134;Oberlahnstein;Oberlahnstein|Niederlahnstein|Koblenz Hbf|Koblenz-Moselweiß|Koblenz-Güls|Winningen(Mosel)|Kobern-Gondorf|Lehmen|Kattenes|Löf|Hatzenport|Moselkern|Müden(Mosel)|Treis-Karden|Pommern(Mosel)|Klotten|Cochem(Mosel)|Ediger-Eller|Neef|Bullay(DB)|Bengel|Ürzig(DB)|Wittlich Hbf|Salmtal|Sehlem(Kr Wittlich)|Hetzerath|Föhren|Schweich(DB)|Quint|Ehrang Ort;RB;12126;81;2024-10-31 21:19:00;2024-10-31 21:54:00;;;35;DB Regio AG;RB81;43
5760455312837249453-2411131158-25;Wiesbaden Hbf;8000250;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater|Mainz Hbf|Mainz Nord|Wiesbaden Ost;S;35834;8;2024-11-13 13:14:00;2024-11-13 13:16:00;;;2;DB Regio AG;S8;45
-570521634062866389-2411010812-2;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf;S;38609;6;2024-11-01 08:22:00;2024-11-01 08:22:00;;;0;DB Regio AG;S6;43
-5921742979997781539-2411010808-7;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Niederrad|Frankfurt(M) Flughafen Regionalbf|Rüsselsheim|Mainz-Bischofsheim|Mainz Römisches Theater;RE;29510;3;2024-11-01 08:49:00;2024-11-01 08:50:00;;;1;DB Regio AG;RE3;43
4250821308365947570-2411010528-7;Mainz Hbf;8000240;Nürnberg Hbf;Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf|Hanau Hbf|Frankfurt(Main)Hbf|Frankfurt(M) Flughafen Fernbf;ICE;1022;;2024-11-01 08:18:00;2024-11-01 08:19:00;;;1;DB Fernverkehr AG;Nürnberg Hbf-Mainz Hbf;43
2668079515497796984-2411131206-3;Wiesbaden Hbf;8000250;Düsseldorf Hbf;Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12;ICE;107;;2024-11-13 13:20:00;2024-11-13 13:29:00;;;9;DB Fernverkehr AG;Düsseldorf Hbf-Wiesbaden Hbf;45
-1048510302242958952-2411010749-13;Mainz Hbf;8000240;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Ludwigshafen(Rh)Hbf|Frankenthal Süd|Frankenthal Hbf|Worms Hbf|Osthofen|Guntersblum|Oppenheim|Nierstein|Bodenheim|Mainz Römisches Theater;N;12208;SE14;2024-11-01 08:48:00;2024-11-01 08:58:00;;;10;DB Regio AG;SE14;43
-7780399227820494004-2411170807-13;Frankfurt(Main)Hbf;8000105;Fulda;Fulda|Neuhof(Kr Fulda)|Flieden|Schlüchtern|Steinau(Straße)|Bad Soden-Salmünster|Wächtersbach|Gelnhausen|Langenselbold|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4509;50;2024-11-17 09:28:00;2024-11-17 09:54:00;;;26;DB Regio AG;RE50;46
-4000003052150611665-2411131305-5;Wiesbaden Hbf;8000250;Niedernhausen(Taunus);Niedernhausen(Taunus)|Auringen-Medenbach|Wiesbaden-Igstadt|Wiesbaden-Erbenheim;HLB;25641;RB21;2024-11-13 13:28:00;2024-11-13 13:34:00;;;6;Hessische Landesbahn;RB21;45
9011011619156863439-2411130927-8;Wiesbaden Hbf;8000250;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Stuttgart Hbf|Mannheim Hbf|Mainz Hbf;ICE;610;;2024-11-13 13:31:00;2024-11-13 13:31:00;;;0;DB Fernverkehr AG;München Hbf-Wiesbaden Hbf;45
-8706394445868619474-2411180537-7;Mannheim Hbf;8000244;Basel SBB;Basel SBB|Basel Bad Bf|Freiburg(Breisgau) Hbf|Offenburg|Baden-Baden|Karlsruhe Hbf;ICE;1178;;2024-11-18 07:59:00;2024-11-18 08:01:00;;;2;DB Fernverkehr AG;Basel SBB-Mannheim Hbf;46
4939626494394856107-2411021633-7;Trier Hbf;8000134;Luxembourg;Luxembourg|Sandweiler-Contern|Wasserbillig|Igel|Kreuz Konz|Trier Süd;RE;5127;11;2024-11-02 17:24:00;2024-11-02 17:25:00;;;1;DB Regio AG;RE11;43
-7118426883477829136-2411131253-4;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Mainz-Kastel;VIA;25016;RB10;2024-11-13 13:25:00;2024-11-13 13:30:00;;;5;VIAS GmbH;RB10;45
765884255463401950-2411021439-16;Trier Hbf;8000134;Mannheim Hbf;Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Neustadt(Weinstr)Hbf|Kaiserslautern Hbf|Landstuhl|Homburg(Saar)Hbf|St Ingbert|Saarbrücken Hbf|Völklingen|Saarlouis Hbf|Dillingen(Saar)|Merzig(Saar)|Mettlach|Saarburg(Bz Trier)|Konz;RE;4127;1;2024-11-02 17:27:00;2024-11-02 17:31:00;;;4;DB Regio AG;RE1;43
-8534115843031719631-2411170903-13;Frankfurt(Main)Hbf;8000105;Niedernhausen(Taunus);Niedernhausen(Taunus)|Niederjosbach|Eppstein-Bremthal|Eppstein|Lorsbach|Hofheim(Taunus)|Kriftel|Frankfurt-Zeilsheim|Frankfurt-Höchst Farbwerke|Frankfurt-Höchst|Frankfurt-Nied|Frankfurt-Griesheim;S;29025;2;2024-11-17 09:38:00;2024-11-17 09:53:00;;;15;DB Regio AG;S2;46
-1618433914809757000-2411170724-4;Frankfurt(Main)Hbf;8000105;Stuttgart Hbf;Stuttgart Hbf|Mannheim Hbf|Darmstadt Hbf;ICE;772;;2024-11-17 09:08:00;2024-11-17 09:09:00;;;1;DB Fernverkehr AG;Stuttgart Hbf-Frankfurt(Main)Hbf;46
3416291983828298930-2410310934-11;Mainz Hbf;8000240;Alzey;Alzey|Albig|Armsheim|Wörrstadt|Saulheim|Nieder Olm|Klein Winternheim-Ober Olm|Mainz-Marienborn|Mainz-Gonsenheim|Mainz Waggonfabrik;RB;29251;31;2024-10-31 10:25:00;2024-10-31 10:29:00;;;4;DB Regio AG;RB31;43
-586348946242638825-2410310605-9;Mainz Hbf;8000240;Hamburg Dammtor;Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Lüneburg|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe|Frankfurt(Main)Hbf;ICE;277;;2024-10-31 10:40:00;2024-10-31 10:40:00;;;0;DB Fernverkehr AG;Hamburg Dammtor-Mainz Hbf;43
5781797999410176100-2410310511-10;Mainz Hbf;8000240;Passau Hbf;Passau Hbf|Plattling|Straubing|Regensburg Hbf|Nürnberg Hbf|Würzburg Hbf|Hanau Hbf|Frankfurt(Main)Hbf|Frankfurt(M) Flughafen Fernbf;ICE;1020;;2024-10-31 10:18:00;2024-10-31 10:23:00;;;5;DB Fernverkehr AG;Passau Hbf-Mainz Hbf;43
4494426581692384936-2410310955-10;Mainz Hbf;8000240;Kirchheimbolanden;Kirchheimbolanden|Freimersheim(Rheinh)|Wahlheim|Alzey West|Alzey|Armsheim|Wörrstadt|Saulheim|Nieder Olm;RE;29213;13;2024-10-31 10:55:00;2024-10-31 10:59:00;;;4;DB Regio AG;RE13;43
1756361144776443390-2411041916-9;Frankfurt(Main)Hbf;8000105;Berlin Gesundbrunnen;Berlin Gesundbrunnen|Berlin Hbf|Berlin Südkreuz|Lutherstadt Wittenberg Hbf|Leipzig Hbf|Erfurt Hbf|Eisenach|Fulda;ICE;675;;2024-11-04 23:44:00;2024-11-04 23:44:00;;;0;DB Fernverkehr AG;Berlin Gesundbrunnen-Frankfurt(Main)Hbf;44
-7749792492687874530-2411070857-35;Trier Hbf;8000134;Homburg(Saar)Hbf;Homburg(Saar)Hbf|Limbach(b Homburg,Saar)|Kirkel|Rohrbach(Saar)|St Ingbert|Rentrisch|Scheidt(Saar)|Schafbrücke|Saarbrücken Ost|Saarbrücken Hbf|Saarbrücken-Burbach|Burbach Mitte|Luisenthal(Saar)|Völklingen|Bous(Saar)|Ensdorf(Saar)|Saarlouis Hbf|Dillingen(Saar)|Beckingen(Saar)|Fremersdorf|Merzig(Saar)|Merzig(Saar) Stadtmitte|Besseringen|Mettlach|Saarhölzbach|Taben|Serrig|Saarburg(Bz Trier)|Schoden-Ockfen|Wiltingen(Saar)|Kanzem|Konz|Karthaus|Trier Süd;RB;12562;71;2024-11-07 11:01:00;2024-11-07 11:03:00;;;2;DB Regio AG;RB71;44
-690776802853422910-2410310641-8;Mainz Hbf;8000240;München Hbf;München Hbf|München-Pasing|Augsburg Hbf|Ulm Hbf|Plochingen|Stuttgart Hbf|Mannheim Hbf;ICE;692;;2024-10-31 10:15:00;2024-10-31 10:20:00;;;5;DB Fernverkehr AG;München Hbf-Mainz Hbf;43
-1293163428250039160-2411071006-8;Trier Hbf;8000134;Koblenz Hbf;Koblenz Hbf|Kobern-Gondorf|Treis-Karden|Cochem(Mosel)|Bullay(DB)|Wittlich Hbf|Schweich(DB);RE;4108;1;2024-11-07 11:30:00;2024-11-07 11:34:00;;;4;DB Regio AG;RE1;44
-8591091067723025297-2411161615-13;Mannheim Hbf;8000244;Berlin Ostbahnhof;Berlin Ostbahnhof|Berlin Hbf|Berlin-Spandau|Wolfsburg Hbf|Braunschweig Hbf|Hildesheim Hbf|Göttingen|Kassel-Wilhelmshöhe|Fulda|Hanau Hbf|Frankfurt(Main)Hbf|Darmstadt Hbf;ICE;773;;2024-11-16 21:52:00;2024-11-16 22:03:00;;;11;DB Fernverkehr AG;Berlin Ostbahnhof-Mannheim Hbf;45
-3843099408840933019-2411070817-17;Trier Hbf;8000134;Heidelberg Hbf;Heidelberg Hbf|Mannheim Hbf|Ludwigshafen(Rhein) Mitte|Neustadt(Weinstr)Hbf|Kaiserslautern Hbf|Landstuhl|Homburg(Saar)Hbf|St Ingbert|Saarbrücken Hbf|Völklingen|Saarlouis Hbf|Dillingen(Saar)|Merzig(Saar)|Mettlach|Saarburg(Bz Trier)|Konz;RE;4115;1;2024-11-07 11:27:00;2024-11-07 11:29:00;;;2;DB Regio AG;RE1;44
8488769337670275946-2410310958-22;Mainz Hbf;8000240;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater;S;35826;8;2024-10-31 10:56:00;2024-10-31 10:59:00;;;3;DB Regio AG;S8;43
-3280308568189908281-2411071033-7;Trier Hbf;8000134;Luxembourg;Luxembourg|Sandweiler-Contern|Wasserbillig|Igel|Kreuz Konz|Trier Süd;RE;5115;11;2024-11-07 11:23:00;2024-11-07 11:23:00;;;0;DB Regio AG;RE11;44
66590903781912473-2411101828-32;Wiesbaden Hbf;8000250;Rödermark-Ober Roden;Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main)|Eddersheim|Flörsheim(Main)|Hochheim(Main)|Mainz-Kastel|Wiesbaden Ost;S;35160;1;2024-11-10 19:54:00;2024-11-10 19:54:00;;;0;DB Regio AG;S1;45
-1657793934278086882-2411101905-5;Wiesbaden Hbf;8000250;Niedernhausen(Taunus);Niedernhausen(Taunus)|Auringen-Medenbach|Wiesbaden-Igstadt|Wiesbaden-Erbenheim;HLB;25665;RB21;2024-11-10 19:28:00;2024-11-10 19:31:00;;;3;Hessische Landesbahn;RB21;45
6513046177607451426-2411101828-25;Wiesbaden Hbf;8000250;Offenbach(Main)Ost;Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Niederrad|Frankfurt am Main - Stadion|Frankfurt(Main)-Gateway Gardens|Frankfurt(M) Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz-Bischofsheim|Mainz-Gustavsburg|Mainz Römisches Theater|Mainz Hbf|Mainz Nord|Wiesbaden Ost;S;35860;8;2024-11-10 19:44:00;2024-11-10 19:45:00;;;1;DB Regio AG;S8;45
1232559336289511300-2411110619-9;Trier Hbf;8000134;Saarbrücken Hbf;Saarbrücken Hbf|Völklingen|Saarlouis Hbf|Dillingen(Saar)|Merzig(Saar)|Mettlach|Saarburg(Bz Trier)|Konz;RE;4107;1;2024-11-11 07:27:00;2024-11-11 07:31:00;;;4;DB Regio AG;RE1;45
-5441387032126927979-2411201613-12;Frankfurt(Main)Hbf;8000105;Dieburg;Dieburg|Münster(Hessen)|Eppertshausen|Rödermark-Ober Roden|Rödermark-Urberach|Dreieich-Offenthal|Dreieich-Götzenhain|Dreieich-Dreieichenhain|Dreieich-Weibelfeld|Dreieich-Sprendlingen|Dreieich-Buchschlag;RB;15654;61;2024-11-20 17:01:00;2024-11-20 17:07:00;;;6;DB Regio AG;RB61;46
-3214295683651708321-2411200907-18;Mainz Hbf;8000240;Idar-Oberstein;Idar-Oberstein|Fischbach-Weierbach|Kirnsulzbach|Kirn|Hochstetten(Nahe)|Martinstein|Monzingen|Bad Sobernheim|Staudernheim|Norheim|Bad Münster a Stein|Bad Kreuznach|Gensingen-Horrweiler|Ockenheim|Gau Algesheim|Ingelheim|Heidesheim(Rheinhess);RB;29563;33;2024-11-20 10:34:00;2024-11-20 10:44:00;;;10;DB Regio AG;RB33;46
-3635312093175709895-2411200926-19;Frankfurt(Main)Hbf;8000105;Stralsund Hbf;Stralsund Hbf|Velgast|Ribnitz-Damgarten West|Rostock Hbf|Bützow|Schwerin Hbf|Hamburg-Harburg|Lüneburg|Uelzen|Celle|Hannover Hbf|Göttingen|Kassel-Wilhelmshöhe|Wabern(Bz Kassel)|Treysa|Marburg(Lahn)|Gießen|Friedberg(Hess);ICE;1671;;2024-11-20 17:09:00;2024-11-20 17:55:00;;;46;DB Fernverkehr AG;Stralsund Hbf-Frankfurt(Main)Hbf;46
-8392906129800879718-2411200938-4;Mainz Hbf;8000240;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Hochheim(Main);N;12211;SE14;2024-11-20 10:10:00;;2024-11-20 08:53:00;c;0;DB Regio AG;SE14;46
-2094843924873777042-2411201129-14;Frankfurt(Main)Hbf;8000105;Hamburg-Altona;Hamburg-Altona|Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Bremen Hbf|Osnabrück Hbf|Münster(Westf)Hbf|Dortmund Hbf|Hagen Hbf|Wuppertal Hbf|Solingen Hbf|Köln Hbf|Frankfurt(M) Flughafen Fernbf;ICE;1911;;2024-11-20 17:03:00;2024-11-20 17:37:00;;;34;DB Fernverkehr AG;Hamburg-Altona-Frankfurt(Main)Hbf;46
-8135928225998936278-2411201559-15;Frankfurt(Main)Hbf;8000105;Heidelberg Hbf;Heidelberg Hbf|Heidelberg-Pfaffengrund/Wieblingen|Neu-Edingen/Friedrichsfeld|Ladenburg|Weinheim(Bergstr)Hbf|Laudenbach(Bergstr)|Heppenheim(Bergstr)|Bensheim|Bensheim-Auerbach|Zwingenberg(Bergstr)|Hähnlein-Alsbach|Darmstadt-Eberstadt|Darmstadt Hbf|Langen(Hess);RE;4672;68;2024-11-20 17:24:00;2024-11-20 17:26:00;;;2;DB Regio AG;RE68;46
-2070447701476347864-2411200948-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35827;8;2024-11-20 10:01:00;2024-11-20 10:00:00;2024-11-20 09:50:00;c;-1;DB Regio AG;S8;46
7983801099953614172-2411011427-2;Wiesbaden Hbf;8000250;Köln Hbf;Köln Hbf;ICE;109;;2024-11-01 15:20:00;2024-11-01 15:31:00;2024-11-01 08:38:00;p;11;DB Fernverkehr AG;Köln Hbf-Wiesbaden Hbf;43
-3506777953479696765-2411200904-7;Mainz Hbf;8000240;Koblenz Hbf;Koblenz Hbf|Boppard Hbf|Oberwesel|Bacharach|Bingen(Rhein) Hbf|Ingelheim;RE;4257;2;2024-11-20 10:08:00;2024-11-20 10:30:00;;;22;DB Regio AG;RE2;46
4494426581692384936-2411200955-10;Mainz Hbf;8000240;Kirchheimbolanden;Kirchheimbolanden|Freimersheim(Rheinh)|Wahlheim|Alzey West|Alzey|Armsheim|Wörrstadt|Saulheim|Nieder Olm;RE;29213;13;2024-11-20 10:55:00;2024-11-20 10:59:00;;;4;DB Regio AG;RE13;46
1187173393930922181-2411201018-4;Mainz Hbf;8000240;Wiesbaden Hbf;Wiesbaden Hbf|Wiesbaden Ost|Mainz Nord;S;35829;8;2024-11-20 10:31:00;2024-11-20 10:34:00;;;3;DB Regio AG;S8;46
4068219331886202018-2411011423-4;Wiesbaden Hbf;8000250;Frankfurt(Main)Hbf;Frankfurt(Main)Hbf|Frankfurt-Höchst|Mainz-Kastel;VIA;25072;RB10;2024-11-01 14:58:00;2024-11-01 14:56:00;2024-10-31 22:55:00;p;-2;VIAS GmbH;RB10;43
5648077596396628178-2411201437-28;Frankfurt(Main)Hbf;8000105;Neuwied;Neuwied|Koblenz Stadtmitte|Koblenz Hbf|Niederlahnstein|Oberlahnstein|Braubach|Osterspai|Filsen|Kamp-Bornhofen|Kestert|St Goarshausen|Kaub|Lorchhausen|Lorch(Rhein)|Assmannshausen|Rüdesheim(Rhein)|Geisenheim|Oestrich-Winkel|Hattenheim|Erbach(Rheingau)|Eltville|Niederwalluf|Wiesbaden-Schierstein|Wiesbaden-Biebrich|Wiesbaden Hbf|Mainz-Kastel|Frankfurt-Höchst;VIA;25023;RB10;2024-11-20 17:04:00;2024-11-20 17:23:00;;;19;VIAS GmbH;RB10;46
3781227478944820339-2411201537-19;Frankfurt(Main)Hbf;8000105;Würzburg Hbf;Würzburg Hbf|Retzbach-Zellingen|Karlstadt(Main)|Gemünden(Main)|Langenprozelten|Lohr Bahnhof|Partenstein|Wiesthal|Heigenbrücken|Laufach|Hösbach|Aschaffenburg Hbf|Kleinostheim|Dettingen(Main)|Kahl(Main)|Hanau Hbf|Offenbach(Main)Hbf|Frankfurt(Main)Süd;RE;4622;55;2024-11-20 17:24:00;2024-11-20 17:43:00;;;19;DB Regio AG;RE55;46
760501916431835347-2411201602-16;Frankfurt(Main)Hbf;8000105;Glauburg-Stockheim;Glauburg-Stockheim|Glauburg-Glauberg|Altenstadt-Lindheim|Altenstadt(Hess)|Altenstadt-Höchst|Nidderau-Eichen|Nidderau|Nidderau-Windecken|Schöneck-Büdesheim|Schöneck-Kilianstädten|Schöneck-Oberdorfelden|Niederdorfelden|Bad Vilbel-Gronau|Bad Vilbel|Frankfurt(Main)West;RB;15735;34;2024-11-20 17:19:00;2024-11-20 17:15:00;;;-4;DB Regio AG;RB34;46
-442009752924376298-2411201210-7;Frankfurt(Main)Hbf;8000105;Dresden Hbf;Dresden Hbf|Dresden-Neustadt|Riesa|Leipzig Hbf|Erfurt Hbf|Würzburg Hbf;ICE;1558;;2024-11-20 17:18:00;2024-11-20 17:33:00;;;15;DB Fernverkehr AG;Dresden Hbf-Frankfurt(Main)Hbf;46
-4521437519262178170-2411201351-5;Frankfurt(Main)Hbf;8000105;München Hbf;München Hbf|Nürnberg Hbf|Würzburg Hbf|Aschaffenburg Hbf;ICE;624;;2024-11-20 17:04:00;2024-11-20 17:30:00;;;26;DB Fernverkehr AG;München Hbf-Frankfurt(Main)Hbf;46
-4809222427286728266-2411042341-9;Mainz Hbf;8000240;Bad Kreuznach;Bad Kreuznach|Gensingen-Horrweiler|Ockenheim|Gau Algesheim|Ingelheim|Heidesheim(Rheinhess)|Uhlerborn|Budenheim;RB;29589;33;2024-11-05 00:19:00;2024-11-05 00:22:00;;;3;DB Regio AG;RB33;44
4178793572863103484-2411060526-4;Mannheim Hbf;8000244;Wiesbaden Hbf;Wiesbaden Hbf|Mainz Hbf|Worms Hbf;ICE;991;;2024-11-06 06:22:00;2024-11-06 06:37:00;;;15;DB Fernverkehr AG;Wiesbaden Hbf-Mannheim Hbf;44
